rank,name,rating,url,location_coordinate,location_country,location_region,elevation_top_m,elevation_difference_m,total_slope_length_km,number_of_lifts,number_of_slopes,annual_snowfall_cm,number_of_matches
2639,Am Ried,837.7,https://www.farchant.de/erleben/winter/skifahren,"{'lat': '47.5214', 'long': '11.1200'}",Germany,Garmisch-Partenkirchen,772.0,102.0,0.6,1.0,1.0,100.0,1
2640,Alice Hill Park,837.6,https://www.skiresort.info/ski-resort/alice-hill-park-pembroke/,"{'lat': '45.8167', 'long': '-77.1167'}",Canada,Ontario,210.0,60.0,1.5,2.0,2.0,200.0,1
2641,Böttingen,837.6,https://www.skilift-boettingen.de,"{'lat': '48.0800', 'long': '8.8461'}",Germany,Tuttlingen,966.0,63.0,1.0,1.0,1.0,50.0,1
2642,Rocking Horse Ranch,837.6,https://www.rockinghorseranch.com/,"{'lat': '41.6794', 'long': '-74.0804'}",USA,New York,214.0,42.0,0.3,1.0,1.0,100.0,1
2643,Schleißberg – Gickelsberg,837.5,https://www.ohorn-sachsen.de/ski-lift.html,"{'lat': '51.1467', 'long': '14.0823'}",Germany,Bautzen,410.0,40.0,0.2,1.0,1.0,50.0,1
2644,Römerlift Buchenberg,837.5,https://www.skiresort.info/ski-resort/roemerlift-buchenberg/,"{'lat': '47.6711', 'long': '10.3206'}",Germany,Oberallgäu,960.0,60.0,0.4,1.0,1.0,80.0,1
2645,Detroit Mountain,837.5,https://detroitmountain.com/,"{'lat': '46.8783', 'long': '-95.8464'}",USA,Minnesota,490.0,50.0,2.0,2.0,2.0,120.0,1
2646,Gschwend,837.5,https://www.tsf-gschwend.de/index.php/aktuelles-ski,"{'lat': '48.892', 'long': '9.802'}",Germany,Ostalbkreis,560.0,70.0,1.1,2.0,3.0,50.0,1
2647,Nods,837.5,https://www.teleskinods.ch/,"{'lat': '47.1140', 'long': '7.0830'}",Switzerland,Bern,1025.0,75.0,2.0,3.0,3.0,120.0,1
2648,Pfulb,837.5,https://www.pfulb.com/,"{'lat': '48.5441', 'long': '9.4675'}",Germany,Esslingen,767.0,52.0,1.0,3.0,3.0,50.0,1
2649,Sörbybacken,837.4,https://sorbybacken.se/,"{'lat': '59.2725', 'long': '15.2134'}",Sweden,Örebro,60.0,30.0,0.2,1.0,1.0,50.0,1
2650,Lechbruck am See,837.3,https://www.lechbruck.de/wintersport.html,"{'lat': '47.6810', 'long': '10.7893'}",Germany,Ostallgäu,770.0,30.0,0.4,1.0,1.0,50.0,1
2651,Jonsdorf,837.3,https://www.jonsdorf.de/winterzauber/skiwelt/,"{'lat': '50.8514', 'long': '14.6815'}",Germany,Görlitz,653.0,33.0,0.0,1.0,1.0,50.0,1
2652,Wissen,837.2,https://www.ski-club-wissen.de/,"{'lat': '50.7811', 'long': '7.7421'}",Germany,Altenkirchen,267.0,57.0,1.0,1.0,1.0,30.0,1
2653,Dickeloch,837.1,http://www.wsv-winterlingen.de/index.php/home,"{'lat': '48.1884', 'long': '9.0881'}",Germany,Zollernalbkreis,765.0,48.0,0.6,1.0,1.0,40.0,1
2654,Wodantal,837.0,https://landhaus-siebe.de/,"{'lat': '51.3926', 'long': '7.2056'}",Germany,Ennepe-Ruhr-Kreis,205.0,25.0,0.3,1.0,1.0,50.0,1
2655,Scherbauerwiese,837.0,https://svradegund.info/ski/,"{'lat': '47.2047', 'long': '15.5421'}",Austria,Graz-Umgebung,778.0,11.0,0.2,1.0,1.0,60.0,1
2656,Les Égaux,836.9,https://www.sainthugueslesegaux.com/,"{'lat': '45.3283', 'long': '5.8217'}",France,Isère,1080.0,129.0,1.5,4.0,2.0,100.0,1
2657,Elko Snobowl,836.9,https://www.facebook.com/SnoBowl/,"{'lat': '40.8720', 'long': '-115.7850'}",USA,Nevada,2130.0,198.0,3.0,2.0,3.0,150.0,1
2658,Holthausen,836.8,https://www.skiresort.info/ski-resort/holthausen-schmallenberg/,"{'lat': '51.1500', 'long': '8.2833'}",Germany,Hochsauerlandkreis,523.0,20.0,0.2,1.0,1.0,50.0,1
2659,Weissenbach,836.8,https://www.weissenbach.it/tourist-info-de/sporteln-freizeit-in-rio/family-skilift/,"{'lat': '46.9463', 'long': '11.9787'}",Italy,Trentino-Alto Adige,1433.0,61.0,1.0,1.0,2.0,200.0,1
2660,Dömlé - Deje,836.8,https://www.domlebacken.se/,"{'lat': '59.4997', 'long': '13.4756'}",Sweden,Värmland,145.0,65.0,0.4,1.0,1.0,150.0,1
2661,Engstingen,836.7,http://www.skilift-engstingen.de,"{'lat': '48.3538', 'long': '9.2869'}",Germany,Reutlingen,770.0,70.0,1.6,6.0,4.0,120.0,1
2662,Waldheimhütte,836.7,https://zirbenland.at/cms/events/orte.asp?id=2150,"{'lat': '47.0500', 'long': '14.5700'}",Austria,Bezirk Murtal,1708.0,92.0,0.5,1.0,1.0,150.0,1
2663,Hanaslöv,836.6,https://new.hanaslov.se/vinter/,"{'lat': '56.899324', 'long': '14.542946'}",Sweden,Kronoberg,238.0,70.0,1.0,2.0,2.0,100.0,1
2664,Frost Fire Park,836.6,https://frostfirepark.org/,"{'lat': '48.8998', 'long': '-97.9203'}",USA,North Dakota,440.0,110.0,1.5,1.0,3.0,150.0,1
2665,Bildhaus,836.6,https://www.skilift-bildhaus.ch/,"{'lat': '47.2472', 'long': '9.0206'}",Switzerland,Canton of St. Gallen,860.0,60.0,0.5,2.0,1.0,120.0,1
2666,Datenberg,836.6,https://www.bad-tabarz.de/touristinfo/ausflugsziele-attraktionen/,"{'lat': '50.8783', 'long': '10.5137'}",Germany,Gotha,435.0,15.0,0.2,1.0,1.0,50.0,1
2667,Brenden,836.6,https://www.hochschwarzwald.de/Skifahren/Flutlichtfahren/Skilift-Brenden,"{'lat': '47.7152', 'long': '8.3108'}",Germany,Waldshut,880.0,80.0,0.5,1.0,1.0,100.0,1
2668,Coffee Mill,836.6,https://cmskiarea.com/,"{'lat': '44.3742', 'long': '-92.0406'}",USA,Minnesota,360.0,130.0,2.0,3.0,3.0,150.0,1
2669,Oberstocken,836.4,https://www.skiclubweilstetten.de/skilift-oberstocken/,"{'lat': '48.2365', 'long': '8.9011'}",Germany,Zollernalbkreis,880.0,60.0,0.4,1.0,1.0,50.0,1
2670,Les Paccots,836.4,https://fribourg.ch/de/les-paccots/,"{'lat': '46.5333', 'long': '6.9167'}",Switzerland,Fribourg,900.0,100.0,0.4,1.0,1.0,100.0,1
2671,Amberglift,836.4,https://www.amberglift.at/,"{'lat': '47.6392', 'long': '12.3232'}",Austria,Kitzbühel,750.0,90.0,0.5,1.0,1.0,180.0,1
2672,Snova Hashima,836.4,https://www.snvh.co.jp/,"{'lat': '35.3263', 'long': '136.7522'}",Japan,Gifu Prefecture,24.0,9.0,0.1,0.0,1.0,10.0,1
2673,Rackstadbacken,836.4,https://arvikaslalom.sportadmin.se/start/?ID=354583,"{'lat': '59.6519', 'long': '12.5851'}",Sweden,Värmland,315.0,105.0,0.5,1.0,1.0,150.0,1
2674,Frauenau,836.4,http://www.sc-frauenau.de,"{'lat': '48.9861', 'long': '13.3009'}",Germany,Regen,712.0,76.0,0.5,2.0,2.0,150.0,1
2675,Kirchbach,836.4,https://www.kirchbach.net/,"{'lat': '48.5333', 'long': '15.0333'}",Austria,Zwettl,740.0,90.0,0.6,2.0,1.0,50.0,1
2676,Hyland Hills,836.4,https://www.threeriversparks.org/location/hyland-hills-ski-area,"{'lat': '44.8338', 'long': '-93.3487'}",USA,Minnesota,310.0,50.0,1.2,5.0,3.0,100.0,1
2677,Häselgehr,836.3,https://www.lechtal.at/,"{'lat': '47.3353', 'long': '10.4419'}",Austria,Reutte,1025.0,25.0,0.2,1.0,1.0,150.0,1
2678,Germundö,836.3,http://www.alpin.ax/,"{'lat': '60.3200', 'long': '20.1000'}",Finland,Ahvenanmaa,42.0,34.0,0.7,1.0,1.0,100.0,1
2679,Borgloh – Hilter-Uphöfen,836.2,https://ski-borgloh.de/,"{'lat': '52.1885', 'long': '8.0880'}",Germany,Osnabrück,140.0,40.0,0.3,1.0,1.0,30.0,1
2680,Winterberglift,836.1,http://www.skilift-winterberg.de/,"{'lat': '48.1000', 'long': '8.3330'}",Germany,Schwarzwald-Baar-Kreis,902.0,52.0,0.0,1.0,1.0,50.0,1
2681,Katschwald,836.0,https://www.skiresort.info/ski-resort/katschwald-obdach/,"{'lat': '47.0723', 'long': '14.6214'}",Austria,Murtal,1277.0,77.0,0.5,1.0,1.0,150.0,1
2682,Les Genevez,836.0,https://www.telegenevez.ch/,"{'lat': '47.2766', 'long': '7.1086'}",Switzerland,République et Canton du Jura,1147.0,123.0,4.0,2.0,3.0,150.0,1
2683,Berger Anger,835.9,https://bergimdrautal.at/schnee-aktiv-im-ort/,"{'lat': '46.7494', 'long': '13.1144'}",Austria,Spittal an der Drau,686.0,16.0,0.2,1.0,1.0,150.0,1
2684,Holiday Mountain,835.9,https://holidaymountain.ca/,"{'lat': '49.3556', 'long': '-98.2769'}",Canada,Manitoba,460.0,70.0,1.9,2.0,3.0,120.0,1
2685,Woodbury,835.8,https://www.facebook.com/profile.php?id=100049386567038,"{'lat': '41.5444', 'long': '-73.2073'}",USA,Connecticut,259.0,91.0,9.0,4.0,3.0,80.0,1
2686,Döllberg,835.8,https://www.suhl-tourismus.de/home/unsere-stadt/suhl-im-winter,"{'lat': '50.6091', 'long': '10.6960'}",Germany,Schmalkalden-Meiningen,760.0,150.0,0.5,1.0,1.0,100.0,1
2687,Kronberg – Attergau,835.7,https://schilift-kronberg.jimdofree.com/,"{'lat': '47.9427', 'long': '13.4893'}",Austria,Vöcklabruck,632.0,88.0,1.0,2.0,2.0,150.0,1
2688,Do-Mi-Ski,835.5,https://www.domiski.com/,"{'lat': '48.8833', 'long': '-72.2333'}",Canada,Quebec,158.0,41.0,4.0,1.0,3.0,250.0,1
2689,Birgitz,835.5,https://www.skiresort.info/ski-resort/birgitz/,"{'lat': '47.237', 'long': '11.334'}",Austria,Innsbruck-Land,940.0,65.0,1.0,1.0,1.0,150.0,1
2690,Sägenhof,835.4,http://www.skilift-sägenhof.de/,"{'lat': '48.05', 'long': '8.33'}",Germany,Schwarzwald-Baar-Kreis,1090.0,140.0,1.2,1.0,2.0,100.0,1
2691,Camp 10,835.4,https://www.skiresort.info/ski-resort/camp-10/,"{'lat': '45.6469', 'long': '-89.4123'}",USA,Wisconsin,530.0,70.0,2.8,4.0,4.0,250.0,1
2692,Hermon Mountain,835.3,http://www.skihermonmountain.com,"{'lat': '44.7964', 'long': '-68.9230'}",USA,Maine,140.0,90.0,3.0,3.0,3.0,150.0,1
2693,Glasenberg,835.2,https://www.glasenberg.at/,"{'lat': '47.9372', 'long': '14.5956'}",Austria,Steyr-Land,971.0,191.0,4.0,1.0,3.0,100.0,1
2694,Rencurel,835.0,https://coulmes-vercors.com/domaine-alpin/,"{'lat': '45.1100', 'long': '5.4500'}",France,Isère,1233.0,183.0,3.0,3.0,2.0,150.0,1
2695,Grenchenberg,835.0,https://jurasonnenseite.ch/erleben/auf-dem-berg/skilift/,"{'lat': '47.1931', 'long': '7.3914'}",Switzerland,Canton of Solothurn,1350.0,110.0,0.8,2.0,1.0,80.0,1
2696,Reith bei Kitzbühel,835.0,https://www.kitzski.at/,"{'lat': '47.4533', 'long': '12.3125'}",Austria,Kitzbühel,865.0,95.0,1.8,2.0,2.0,120.0,1
2697,Andolla Ski,834.9,https://www.skiresort.info/ski-resort/andolla-ski-alpe-cheggio/,"{'lat': '46.0651', 'long': '8.0887'}",Italy,Piedmont,1553.0,85.0,2.0,1.0,1.0,200.0,1
2698,Fleckllift,834.9,https://fleckllift.de/,"{'lat': '50.0241', 'long': '11.8170'}",Germany,Bayreuth,690.0,40.0,0.3,1.0,1.0,100.0,1
2699,Litsbacken,834.9,https://www.skiresort.info/ski-resort/litsbacken/,"{'lat': '63.3556', 'long': '14.6667'}",Sweden,Jämtland,369.0,120.0,0.8,1.0,1.0,150.0,1
2700,Oberhelfenschwil,834.8,https://skilift-oberhelfenschwil.ch/,"{'lat': '47.3627', 'long': '9.1279'}",Switzerland,St. Gallen,866.0,68.0,0.4,1.0,1.0,150.0,1
2701,Platzhaus-Leit'n,834.8,https://www.mittersill.info/de/angebot/skifahren.html,"{'lat': '47.2687', 'long': '12.5019'}",Austria,Zell am See,850.0,50.0,0.3,1.0,1.0,150.0,1
2702,Baie des Sables,834.8,https://baiedessables.com/ski-alpin-planche-neige/,"{'lat': '45.5764', 'long': '-70.8662'}",Canada,Quebec,460.0,50.0,1.0,1.0,3.0,250.0,1
2703,Forsbacken,834.8,https://www.okforsarna.com/,"{'lat': '63.1173', 'long': '16.3936'}",Sweden,Jämtland,216.0,70.0,0.5,1.0,1.0,150.0,1
2704,Infinity Slopes,834.8,https://www.infinityslopes.com/,"{'lat': '39.6666', 'long': '-105.9174'}",USA,Colorado,1517.0,4.0,0.1,0.0,1.0,500.0,1
2705,McIntyre,834.7,https://www.mcintyreskiarea.com/,"{'lat': '43.0020', 'long': '-71.4626'}",USA,New Hampshire,155.0,48.0,3.0,2.0,3.0,200.0,1
2706,Les Gentianes,834.7,http://www.station-lesgentianes.com,"{'lat': '46.5318', 'long': '5.9600'}",France,Jura,1008.0,78.0,2.0,5.0,1.0,150.0,1
2707,Winterhalde,834.7,https://www.sv-gmuend.de/skilift-snowpark/skilift/,"{'lat': '48.8160', 'long': '9.8575'}",Germany,Ostalbkreis,590.0,50.0,0.5,2.0,1.0,50.0,1
2708,Dreieck,834.7,https://www.glarus.ch/freizeit-wohnen/sportanlagen/skilift-dreieck.html/6235,"{'lat': '47.0407', 'long': '9.0668'}",Switzerland,Canton of Glarus,682.0,169.0,1.0,1.0,1.0,150.0,1
2709,Gadmen,834.7,https://www.sc-gadmental.ch/,"{'lat': '46.7253', 'long': '8.3313'}",Switzerland,Bern,1300.0,95.0,1.0,1.0,1.0,200.0,1
2710,Düdinghausen,834.6,http://www.medebach-touristik.de/aktiv-in-medebach/winter/ski-alpin-rodeln/,"{'lat': '51.2333', 'long': '8.6667'}",Germany,Hochsauerlandkreis,530.0,50.0,0.2,1.0,1.0,150.0,1
2711,La Pesse,834.6,https://www.tourisme-hautes-combes.com/,"{'lat': '46.239722', 'long': '5.727778'}",France,Jura,1207.0,41.0,1.0,2.0,1.0,150.0,1
2712,Erlenberg,834.6,https://www.thurmansbang.de/freizeit/winterurlaub/ski-alpin.html,"{'lat': '48.7402', 'long': '13.2639'}",Germany,Freyung-Grafenau,570.0,50.0,0.2,1.0,1.0,150.0,1
2713,Barmsee,834.6,https://www.alpenwelt-karwendel.de/skilift-barmsee-kruen,"{'lat': '47.498889', 'long': '11.279167'}",Germany,Garmisch-Partenkirchen,950.0,50.0,0.3,1.0,1.0,150.0,1
2714,Saint Nizier du Moucherotte,834.5,https://www.saint-nizier-du-moucherotte.fr/loisirs-et-tourisme/sports/equipements-sportifs/,"{'lat': '45.1567', 'long': '5.6086'}",France,Isère,1200.0,39.0,0.6,2.0,1.0,150.0,1
2715,Wapiti Valley,834.5,http://www.skiwapiti.com/,"{'lat': '53.1083', 'long': '-104.5733'}",Canada,Saskatchewan,310.0,90.0,6.0,2.0,3.0,120.0,1
2716,Abenaki,834.5,https://www.wolfeboronh.us/abenaki-ski-area,"{'lat': '43.6187', 'long': '-71.1932'}",USA,New Hampshire,250.0,70.0,2.0,1.0,3.0,200.0,1
2717,Glück Auf Langewiese,834.5,https://www.skiresort.info/ski-resort/glueck-auf-langewiese/,"{'lat': '51.1767', 'long': '8.4822'}",Germany,Hochsauerlandkreis,740.0,70.0,2.8,2.0,3.0,120.0,1
2718,Staffelalp,834.4,https://www.skiriege.ch/,"{'lat': '47.4140', 'long': '7.9006'}",Switzerland,Basel-Landschaft,782.0,56.0,0.5,1.0,3.0,100.0,1
2719,Rotarun,834.3,https://rotarun.org/,"{'lat': '43.5041', 'long': '-114.3007'}",USA,Idaho,1790.0,119.0,4.6,2.0,3.0,300.0,1
2720,Schwarzer Mann,834.3,http://wordpress.blockhaus-schwarzer-mann.de/,"{'lat': '50.1876', 'long': '6.3081'}",Germany,Eifelkreis Bitburg-Prüm,697.0,87.0,1.0,2.0,1.0,80.0,1
2721,Sunnerstabacken,834.2,https://uslk.codekitchen.se/sunnerstabacken-uac/,"{'lat': '59.8479', 'long': '17.6460'}",Sweden,Uppsala,43.0,42.0,0.7,2.0,2.0,50.0,1
2722,St. Oswald,834.2,https://www.ferienregion-nationalpark.de/urlaubsthemen/auszeit/skifahren-snowboard.html,"{'lat': '48.9051', 'long': '13.4227'}",Germany,Freyung-Grafenau,807.0,40.0,0.3,1.0,1.0,150.0,1
2723,Hohe Wand Wiese,834.1,https://www.hohewandwiese.com/,"{'lat': '48.2424', 'long': '16.2222'}",Austria,Wien,260.0,6.0,0.1,2.0,1.0,50.0,1
2724,Seven Oaks,834.1,http://www.sevenoaksrec.com,"{'lat': '42.054717', 'long': '-93.896205'}",USA,Iowa,330.0,53.0,4.0,2.0,7.0,75.0,1
2725,Uplands Ski Centre,834.0,https://golfnorth.ca/uplands/,"{'lat': '43.8156', 'long': '-79.4350'}",Canada,Ontario,200.0,30.0,1.0,1.0,3.0,150.0,1
2726,Sonnenberglift,834.0,http://www.sonnenberglift.at/,"{'lat': '47.1468', 'long': '11.1692'}",Austria,Innsbruck-Land,1275.0,90.0,0.6,1.0,1.0,200.0,1
2727,Oberau,833.7,https://www.berchtesgaden.de/winter/skifahren,"{'lat': '47.6381', 'long': '13.0320'}",Germany,Berchtesgadener Land,760.0,30.0,0.2,1.0,1.0,150.0,1
2728,Minnedosa Ski Valley,833.7,http://www.skivalley.ca,"{'lat': '50.2384', 'long': '-99.8427'}",Canada,Manitoba,600.0,80.0,2.9,2.0,3.0,100.0,1
2729,Långberget,833.7,https://langberget.se/,"{'lat': '60.6882', 'long': '12.6722'}",Sweden,Värmland,630.0,40.0,0.5,1.0,1.0,120.0,1
2730,Haut-de-Caux,833.7,https://www.montreux.ch/sport/sports-dhiver/ski-et-snowboard/,"{'lat': '46.4384', 'long': '6.9356'}",Switzerland,Vaud,1166.0,10.0,0.1,1.0,1.0,120.0,1
2731,Kapellenberg,833.6,https://www.facebook.com/p/Skilift-Kapellenberg-100043332861356/,"{'lat': '49.0083', 'long': '12.8234'}",Germany,Straubing-Bogen,880.0,40.0,0.3,1.0,1.0,80.0,1
2732,Aggenhausen (Mahlstetten),833.6,https://www.skilift-aggenhausen.de/,"{'lat': '48.0871', 'long': '8.8278'}",Germany,Tuttlingen,902.0,54.0,1.0,2.0,1.0,60.0,1
2733,Snow Goose Mountain,833.6,https://snowgoosemountain.com/,"{'lat': '49.6854', 'long': '-54.7638'}",Canada,Newfoundland and Labrador,184.0,159.0,0.6,2.0,1.0,200.0,1
2734,Mickelbacken,833.6,https://www.gallosk.se/,"{'lat': '62.9322', 'long': '15.1554'}",Sweden,Jämtland,421.0,125.0,1.5,2.0,2.0,150.0,1
2735,Siretorp – Sandfors,833.5,https://www.skiresort.info/ski-resort/siretorp-sandfors/,"{'lat': '64.6998', 'long': '20.6040'}",Sweden,Västerbotten,144.0,40.0,0.2,1.0,1.0,150.0,1
2736,Tri Town,833.4,https://tritownskivillage.ca/,"{'lat': '47.4291', 'long': '-79.6829'}",Canada,Ontario,337.0,99.0,5.0,2.0,3.0,250.0,1
2737,Mönchdorf (Königswiesen),833.4,https://www.skiresort.info/ski-resort/moenchdorf-koenigswiesen/,"{'lat': '48.3746', 'long': '14.8664'}",Austria,Freistadt,700.0,70.0,1.0,2.0,1.0,150.0,1
2738,Mautgrube Oberau,833.4,https://www.berchtesgaden.de/winter/skifahren,"{'lat': '47.6286', 'long': '12.9603'}",Germany,Berchtesgadener Land,1198.0,22.0,0.2,1.0,1.0,150.0,1
2739,Ombergsliden,833.3,https://ombergsliden.se/,"{'lat': '58.3311', 'long': '14.8489'}",Sweden,Östergötland,205.0,72.0,0.8,2.0,2.0,50.0,1
2740,Nanao Korosa,833.3,http://www.city.nanao.ishikawa.jp/yamabiko/home,"{'lat': '37.0431', 'long': '136.9672'}",Japan,Ishikawa Prefecture,469.0,40.0,1.0,1.0,3.0,200.0,1
2741,Sonnenlift Axams,833.2,https://sonnenlift-axams.at/,"{'lat': '47.2303', 'long': '11.3408'}",Austria,Innsbruck Land,1000.0,90.0,0.5,1.0,1.0,100.0,1
2742,Fox Hill,833.2,https://www.foxhill.org/,"{'lat': '43.351', 'long': '-88.183'}",USA,Wisconsin,385.0,69.0,1.0,4.0,3.0,100.0,1
2743,Andreasberg,833.1,https://www.svauerbach05.de/wintersport.html,"{'lat': '50.5306', 'long': '12.6091'}",Germany,Erzgebirgskreis,600.0,90.0,0.4,1.0,1.0,100.0,1
2744,Leavenworth Ski Hill,833.1,https://skileavenworth.com/,"{'lat': '47.5883', 'long': '-120.6638'}",USA,Washington,520.0,70.0,1.0,2.0,1.0,150.0,1
2745,Giller – Hilchenbach-Lützel,833.1,https://www.skiverein-luetzel.de/,"{'lat': '50.9521', 'long': '8.0875'}",Germany,Siegen-Wittgenstein,650.0,90.0,0.5,2.0,1.0,60.0,1
2746,Fuchslochbühl,833.1,https://klostertal-arlberg.at/die-region/freizeit-kultur/freizeitaktivitaeten/paluda-fuchslochbuehel,"{'lat': '47.1278', 'long': '10.0792'}",Austria,Bludenz,1086.0,12.0,0.3,1.0,1.0,150.0,1
2747,Bacherleitn,833.1,https://sportgemeinschaft-weissenbach-bei-liezen.c.tactix-clubs.com/schilift-122,"{'lat': '47.5494', 'long': '14.2283'}",Austria,Liezen,781.0,118.0,1.1,1.0,1.0,100.0,1
2748,Antoni,833.1,http://4-host.de/sc-fridingen/skihang,"{'lat': '48.0250', 'long': '8.9200'}",Germany,Tuttlingen,785.0,110.0,1.0,3.0,3.0,100.0,1
2749,Hanson Hills,833.0,https://hansonhills.org/,"{'lat': '44.662183', 'long': '-84.717757'}",USA,Michigan,390.0,40.0,1.0,4.0,3.0,127.0,1
2750,Freistadt,833.0,https://schilift-freistadt.at/,"{'lat': '48.5128', 'long': '14.5078'}",Austria,Bezirk Freistadt,675.0,85.0,0.5,1.0,1.0,100.0,1
2751,Bameshub,832.8,http://www.union-neukirchen.at/,"{'lat': '48.28971', 'long': '13.81896'}",Austria,Grieskirchen,484.0,68.0,0.6,2.0,1.0,60.0,1
2752,Waldhof Winterwelt,832.8,https://www.ebners-waldhof.at/winterurlaub-mit-familie,"{'lat': '47.8008', 'long': '13.3027'}",Austria,Bezirk Salzburg-Umgebung,754.0,19.0,0.1,0.0,1.0,150.0,1
2753,Les Orvales,832.7,https://www.valbirse.ch/,"{'lat': '47.2388', 'long': '7.2686'}",Switzerland,Bern,855.0,74.0,0.5,1.0,1.0,150.0,1
2754,Raunigwiese – Kolbnitz,832.7,https://reisseck.at/,"{'lat': '46.8909', 'long': '13.2948'}",Austria,Spittal an der Drau,703.0,77.0,1.0,1.0,1.0,100.0,1
2755,Korpilombolo,832.7,http://www.kgif.net/sida/19/slalombacken,"{'lat': '66.7204', 'long': '23.1275'}",Sweden,Norrbotten,219.0,22.0,0.3,1.0,1.0,150.0,1
2756,Montmin,832.7,http://www.montmin.net/,"{'lat': '45.8050', 'long': '6.2460'}",France,Haute-Savoie,1195.0,85.0,2.0,2.0,1.0,150.0,1
2757,Salomonkallio,832.6,http://www.salomonkallio.fi/,"{'lat': '61.3731', 'long': '22.0050'}",Finland,Satakunta,31.0,14.0,0.5,2.0,1.0,50.0,1
2758,Raffelmoos,832.6,https://www.fischbachau.de,"{'lat': '47.7360', 'long': '11.9019'}",Germany,Miesbach,914.0,80.0,0.5,1.0,1.0,100.0,1
2759,Feichten,832.6,https://www.kaunertaler-gletscher.at/,"{'lat': '47.0270', 'long': '10.7745'}",Austria,Landeck,1310.0,35.0,0.3,1.0,1.0,150.0,1
2760,Hartmannsdorf,832.5,https://www.schilift.net/,"{'lat': '47.13', 'long': '15.71'}",Austria,Weiz,405.0,59.0,0.4,2.0,1.0,100.0,1
2761,Föhrlimatt,832.5,https://stvwegenstetten.ch/skilift/,"{'lat': '47.500002', 'long': '7.933336'}",Switzerland,Aargau,575.0,75.0,1.0,1.0,1.0,30.0,1
2762,Axis Freestyle Academy,832.4,https://www.axisfreestyle.com/,"{'lat': '43.837', 'long': '-79.508'}",Canada,Ontario,223.0,5.0,0.1,0.0,1.0,100.0,1
2763,Sous-le-Mont,832.3,https://www.tavannes.ch/infrastructures-sportives/,"{'lat': '47.2223', 'long': '7.1997'}",Switzerland,Bern,921.0,66.0,0.3,1.0,1.0,150.0,1
2764,Seeg,832.3,https://www.tsv-she.de/,"{'lat': '47.6183', 'long': '10.6514'}",Germany,Ostallgäu,910.0,72.0,0.5,1.0,1.0,100.0,1
2765,Beckenhalde – St. Gallen,832.3,https://www.feldsg.ch/skilift-beckenhalde/,"{'lat': '47.4219', 'long': '9.3707'}",Switzerland,St. Gallen,854.0,90.0,0.4,1.0,1.0,150.0,1
2766,Wasen im Emmental,832.2,https://www.skiliftwasen.ch/index.html,"{'lat': '47.0751', 'long': '7.7940'}",Switzerland,Bern,910.0,70.0,1.0,2.0,1.0,100.0,1
2767,Ködellift,832.2,https://www.skiresort.info/ski-resort/koedellift-nordhalben/,"{'lat': '50.3703', 'long': '11.5094'}",Germany,Kronach,620.0,70.0,0.4,1.0,2.0,100.0,1
2768,Chuderhüsi,832.2,https://skilift-chuderhuesi.ch/,"{'lat': '46.861', 'long': '7.775'}",Switzerland,Bern,1091.0,91.0,1.0,1.0,1.0,60.0,1
2769,Dry Hill,832.1,https://skidryhill.com/,"{'lat': '43.9614', 'long': '-75.9117'}",USA,New York,300.0,83.0,2.4,2.0,3.0,150.0,1
2770,Wiesenhofer,831.9,https://www.gasthof-wiesenhofer.at/,"{'lat': '47.3084', 'long': '15.6957'}",Austria,Weiz,900.0,100.0,1.0,1.0,1.0,50.0,1
2771,Oberwangen,831.9,https://www.skilift-oberwangen.com/,"{'lat': '47.4164', 'long': '8.9671'}",Switzerland,Thurgau,765.0,138.0,1.0,2.0,1.0,50.0,1
2772,Bischofsreut,831.8,https://haidmuehle.eu/erlebnisse/erlebnisse_winter/,"{'lat': '48.8523', 'long': '13.7122'}",Germany,Freyung-Grafenau,945.0,59.0,0.4,1.0,1.0,150.0,1
2773,Rettenbach (Bernstein),831.7,https://www.sz-rettenbach.at/,"{'lat': '47.3831', 'long': '16.2864'}",Austria,Oberwart,568.0,116.0,0.5,2.0,1.0,50.0,1
2774,Casaccia,831.7,https://www.bregaglia.ch/de/alpinski,"{'lat': '46.3833', 'long': '9.6667'}",Switzerland,Graubünden,1600.0,50.0,0.5,1.0,1.0,150.0,1
2775,Wimmerlifte,831.7,https://www.wimmerlift.at/,"{'lat': '47.1359', 'long': '15.5873'}",Austria,Graz-Umgebung District,500.0,50.0,0.4,2.0,1.0,50.0,1
2776,Mount Prospect,831.7,https://www.mountprospectskitow.com/,"{'lat': '44.4824', 'long': '-71.5698'}",USA,New Hampshire,520.0,76.0,0.8,1.0,3.0,250.0,1
2777,Badger Mountain,831.7,http://www.nwwintersportsman.com/BadgerMt/index2.htm,"{'lat': '47.6500', 'long': '-120.0500'}",USA,Washington,1062.0,148.0,1.5,3.0,3.0,300.0,1
2778,Langmattli,831.6,https://www.hergiswil.ch/skiliftlangmattli,"{'lat': '46.9922', 'long': '8.3093'}",Switzerland,Canton of Nidwalden,946.0,108.0,0.4,1.0,1.0,100.0,1
2779,Dalpe,831.6,https://bedrinadalpe.ch/,"{'lat': '46.4753', 'long': '8.7919'}",Switzerland,Ticino,1250.0,50.0,0.2,1.0,1.0,150.0,1
2780,Brot-Plamboz,831.6,https://www.skiresort.info/ski-resort/brot-plamboz/,"{'lat': '46.9414', 'long': '6.7810'}",Switzerland,Neuchâtel,1100.0,50.0,0.4,1.0,1.0,150.0,1
